Measure,Location,Sex,Age,Cause,Risk,Metric,Year,Value,Upper,Lower
DALYs,Bahamas,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,1806.899713,3272.459576,560.6259066
DALYs,Bahamas,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,1275.207509,2301.686337,421.1055572
DALYs,Honduras,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,28820.15595,43675.9193,15932.78774
DALYs,Honduras,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,21636.4345,34918.21138,11804.18803
DALYs,Ecuador,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,68429.96847,94891.86251,44798.56925
DALYs,Ecuador,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,52839.76826,72214.80495,34806.16248
DALYs,Trinidad and Tobago,Male,All ages,All causes,Ambient particulate matter pollution,Number,1990,10373.89028,18836.57208,3131.731752
DALYs,Trinidad and Tobago,Female,All ages,All causes,Ambient particulate matter pollution,Number,1990,8163.631002,14678.43042,2363.50083
DALYs,Chile,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,80116.08837,96744.95666,64626.53855
DALYs,Chile,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,60087.02938,73066.16565,47257.90369
DALYs,Bolivia (Plurinational State of),Male,All ages,All causes,Ambient particulate matter pollution,Number,1990,91982.8274,167874.0087,36440.45633
DALYs,Bolivia (Plurinational State of),Female,All ages,All causes,Ambient particulate matter pollution,Number,1990,74163.03545,140389.0115,28766.51241
DALYs,Grenada,Male,All ages,All causes,Ambient particulate matter pollution,Number,1990,476.3589242,1005.199588,147.06021
DALYs,Grenada,Female,All ages,All causes,Ambient particulate matter pollution,Number,1990,369.7084372,803.6434201,107.1689484
DALYs,Jamaica,Male,All ages,All causes,Ambient particulate matter pollution,Number,1990,5700.786179,10360.04177,2537.63634
DALYs,Jamaica,Female,All ages,All causes,Ambient particulate matter pollution,Number,1990,4564.667705,8833.609373,2027.772993
DALYs,Chile,Male,All ages,All causes,Ambient particulate matter pollution,Number,1990,58386.88174,94964.33871,29600.58956
DALYs,Chile,Female,All ages,All causes,Ambient particulate matter pollution,Number,1990,40270.05841,65669.12334,20183.25863
DALYs,Paraguay,Male,All ages,All causes,Ambient particulate matter pollution,Number,1990,8500.812901,15467.71948,3700.77378
DALYs,Paraguay,Female,All ages,All causes,Ambient particulate matter pollution,Number,1990,5833.880452,10975.79863,2442.118708
DALYs,Paraguay,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,18037.20318,27288.15707,10981.5094
DALYs,Paraguay,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,10587.37859,16304.74089,6302.578985
DALYs,Antigua and Barbuda,Male,All ages,All causes,Ambient particulate matter pollution,Number,1990,326.2392251,599.7054986,110.3161984
DALYs,Antigua and Barbuda,Female,All ages,All causes,Ambient particulate matter pollution,Number,1990,246.4933036,466.8851274,72.81021972
DALYs,Nicaragua,Male,All ages,All causes,Ambient particulate matter pollution,Number,1990,7661.975745,16565.96236,2509.563469
DALYs,Nicaragua,Female,All ages,All causes,Ambient particulate matter pollution,Number,1990,5430.429653,11749.68674,1837.771589
DALYs,Haiti,Male,All ages,All causes,Ambient particulate matter pollution,Number,1990,19882.83581,47475.94582,5628.030495
DALYs,Haiti,Female,All ages,All causes,Ambient particulate matter pollution,Number,1990,15884.05489,39640.11586,4342.858002
DALYs,Dominica,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,476.6704061,784.3762494,219.3974913
DALYs,Dominica,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,360.2221771,585.1223753,161.4701448
DALYs,Guatemala,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,69669.51866,103898.2931,41484.3838
DALYs,Guatemala,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,55929.0116,85364.92197,31997.74468
DALYs,Costa Rica,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,15753.14969,21373.07075,10973.71366
DALYs,Costa Rica,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,10562.20943,13939.39312,7462.988185
DALYs,Grenada,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,801.7054965,1284.787606,338.2080423
DALYs,Grenada,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,625.8071376,1003.643525,270.5256061
DALYs,Bolivia (Plurinational State of),Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,63408.1012,93313.50602,38397.38155
DALYs,Bolivia (Plurinational State of),Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,56569.45738,83323.31232,32754.70175
DALYs,Saint Kitts and Nevis,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,195.0370913,320.2588668,84.70688989
DALYs,Saint Kitts and Nevis,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,130.5585097,209.7111297,63.20739691
DALYs,Guatemala,Male,All ages,All causes,Ambient particulate matter pollution,Number,1990,44386.5557,93299.30125,15155.44097
DALYs,Guatemala,Female,All ages,All causes,Ambient particulate matter pollution,Number,1990,35806.43774,78096.80255,12043.12053
DALYs,Venezuela (Bolivarian Republic of),Male,All ages,All causes,Ambient particulate matter pollution,Number,1990,101442.8559,162465.2118,47298.85612
DALYs,Venezuela (Bolivarian Republic of),Female,All ages,All causes,Ambient particulate matter pollution,Number,1990,73192.79717,114690.9162,36182.72068
DALYs,Trinidad and Tobago,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,14165.41185,23398.18405,5415.357993
DALYs,Trinidad and Tobago,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,10136.54352,16555.71721,4096.73212
DALYs,Bermuda,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,118.1462701,231.209746,21.2736103
DALYs,Bermuda,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,65.43825069,125.3340835,14.56302414
DALYs,Puerto Rico,Male,All ages,All causes,Ambient particulate matter pollution,Number,2019,5915.653509,11132.49243,1400.00665
DALYs,Puerto Rico,Female,All ages,All causes,Ambient particulate matter pollution,Number,2019,4957.254895,9130.280331,1088.039686
Deaths,Saint Vincent and the Grenadines,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,28.87109794,61.93039365,8.801469168
Deaths,Barbados,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,150.8531013,264.9955915,48.04443535
Deaths,Cuba,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,4642.341259,8304.588762,1745.016872
Deaths,Trinidad and Tobago,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,633.4614967,1185.403846,156.3303143
Deaths,Jamaica,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,370.4868854,692.112699,169.8054267
Deaths,Antigua and Barbuda,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,23.27589193,44.61343615,6.848076935
Deaths,Dominican Republic,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,698.2747512,1535.59126,215.0952302
Deaths,Guyana,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,320.2532994,630.954156,87.12361117
Deaths,Chile,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,3697.533207,6135.229808,1785.00606
Deaths,Paraguay,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,384.311537,706.7866509,166.1991631
Deaths,Peru,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,6193.86879,10431.27643,3011.47369
Deaths,Colombia,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,6954.603549,11901.89059,3371.449985
Deaths,Bolivia (Plurinational State of),Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,2970.612129,5402.796859,1218.952294
Deaths,Honduras,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,373.6359354,789.5459703,131.4963593
Deaths,Puerto Rico,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,456.8565877,1481.178692,10.27493357
Deaths,El Salvador,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,1901.191128,2913.094603,1176.274979
Deaths,Colombia,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,13032.83631,18221.84369,8864.315221
Deaths,Honduras,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,1783.03985,2685.533832,1051.596244
Deaths,Bermuda,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,15.09047244,38.60549487,3.514843736
Deaths,Nicaragua,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,1002.446074,1581.493376,574.892986
Deaths,El Salvador,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,706.0123733,1337.852017,274.6538836
Deaths,Venezuela (Bolivarian Republic of),Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,4837.123053,7704.878435,2291.931181
Deaths,Haiti,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,1822.067809,3681.359682,708.9078969
Deaths,Brazil,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,29924.54401,52022.63848,14387.64397
Deaths,Dominica,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,32.72835077,54.87176087,14.08460903
Deaths,Belize,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,27.64974715,60.89824741,7.001649749
Deaths,Suriname,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,260.6333904,425.894517,127.2543134
Deaths,Costa Rica,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,363.7196126,625.3493091,176.4626483
Deaths,Venezuela (Bolivarian Republic of),Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,12383.93534,17902.87263,8086.478135
Deaths,Saint Lucia,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,80.2273984,131.3078298,36.17960998
Deaths,Grenada,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,51.46630602,84.92436772,21.10590274
Deaths,Nicaragua,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,236.1001428,489.855145,83.40532854
Deaths,Brazil,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,43574.68935,57275.78562,31145.80124
Deaths,Uruguay,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,887.8685845,1823.023072,286.2710175
Deaths,Saint Kitts and Nevis,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,12.45731905,24.84802483,4.319682097
Deaths,Belize,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,93.10886642,158.7297465,35.27210372
Deaths,Argentina,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,11414.42977,20142.08004,4453.489313
Deaths,Bahamas,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,99.21749904,182.9603727,29.14278668
Deaths,Dominica,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,24.19630094,46.47257907,8.691094036
Deaths,Guatemala,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,1487.584697,3112.926843,517.6483352
Deaths,Jamaica,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,937.7582045,1336.11963,586.111122
Deaths,Bahamas,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,59.94961049,112.832224,16.87036113
Deaths,Grenada,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,35.46423113,76.60989251,9.943157966
Deaths,Suriname,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,135.2282422,251.4810638,47.19840853
Deaths,Saint Lucia,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,37.69097904,76.17043049,13.29396341
Deaths,Uruguay,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,733.2767273,1164.006996,366.6421858
Deaths,Mexico,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,36582.17252,46595.8159,27288.02275
Deaths,Ecuador,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,1753.078629,3057.673249,845.2603677
Deaths,Ecuador,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,4236.061011,5921.237057,2781.938439
Deaths,Guatemala,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,3734.478501,5564.476775,2228.426133
Deaths,Mexico,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,21198.43657,32631.76834,11835.58144
Deaths,Haiti,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,716.0419115,1733.670194,204.4369584
Deaths,Argentina,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,12590.06237,17879.38762,7871.244078
Deaths,Barbados,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,174.8821294,275.6371848,83.01243272
Deaths,Costa Rica,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,937.5459412,1271.376101,643.187466
Deaths,Dominican Republic,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,3798.135355,6776.854598,1791.074644
Deaths,Saint Vincent and the Grenadines,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,62.15822422,103.5012658,25.83092751
Deaths,Panama,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,650.2193359,962.796793,382.8851601
Deaths,Puerto Rico,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,426.6919731,799.5572003,93.24883136
Deaths,Peru,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,8905.481458,12790.31192,5922.518501
Deaths,Bolivia (Plurinational State of),Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,3885.155095,5609.732286,2406.168692
Deaths,Cuba,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,5844.519385,9669.07298,2901.37416
Deaths,Panama,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,1990,309.6011724,571.7324362,142.2328275
Deaths,Paraguay,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,1045.367931,1603.970147,635.8238762
Deaths,Trinidad and Tobago,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,890.0518655,1535.241794,325.9551553
Deaths,Guyana,Both sexes,All ages,All causes,Ambient particulate matter pollution,Number,2019,411.2013477,731.0201918,179.9097822
